Volume and Put/Call Ratio data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.  Historical index volume from November 1 2006 through May 31 2012 is based on cleared volume as reported by the OCC. The volume data reflected after May 31 2012 below is based upon preliminary reported volume rather than cleared volume. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of CBOE Volume and Put/Call Ratio data is subject to the Terms and Conditions of CBOE's Websites.,,,,
, PRODUCT: TOTAL,,EXCHANGE: CBOE,
DATE,CALLS,PUTS,TOTAL,P/C Ratio
9/18/2008,4577074,5398390,9975464,1.18
9/19/2008,4483271,3723803,8207074,0.83
9/22/2008,2398106,2327561,4725667,0.97
9/23/2008,2398300,2489929,4888229,1.04
9/24/2008,1948692,2070009,4018701,1.06
9/25/2008,2622858,2087392,4710250,0.8
9/26/2008,2123440,2162530,4285970,1.02
9/29/2008,2442442,3309833,5752275,1.36
9/30/2008,2360068,3064543,5424611,1.3
10/1/2008,2291411,2264724,4556135,0.99
10/2/2008,2433667,3320441,5754108,1.36
10/3/2008,2835945,3129571,5965516,1.1
10/6/2008,3784653,5742368,9527021,1.52
10/7/2008,3263448,3618143,6881591,1.11
10/8/2008,3458159,4101491,7559650,1.19
10/9/2008,3032396,4107450,7139846,1.35
10/10/2008,4090951,5018856,9109807,1.23
10/13/2008,3398375,3007880,6406255,0.89
10/14/2008,3388130,2958225,6346355,0.87
10/15/2008,3053829,3459021,6512850,1.13
10/16/2008,3683501,4247994,7931495,1.15
10/17/2008,3164518,3073424,6237942,0.97
10/20/2008,2240011,1827548,4067559,0.82
10/21/2008,2168188,1921811,4089999,0.89
10/22/2008,2374234,2861190,5235424,1.21
10/23/2008,2496969,3069614,5566583,1.23
10/24/2008,2036118,2517857,4553975,1.24
10/27/2008,1634275,1915973,3550248,1.17
10/28/2008,2402217,2417058,4819275,1.01
10/29/2008,2550143,2009236,4559379,0.79
10/30/2008,2145457,1710834,3856291,0.8
10/31/2008,2053251,1962401,4015652,0.96
11/3/2008,1682443,1613489,3295932,0.96
11/4/2008,2452414,2438200,4890614,0.99
11/5/2008,2313563,2167712,4481275,0.94
11/6/2008,2077251,2766781,4844032,1.33
11/7/2008,1645592,1551563,3197155,0.94
11/10/2008,1509054,1677989,3187043,1.11
11/11/2008,1788051,2090272,3878323,1.17
11/12/2008,2191785,2581426,4773211,1.18
11/13/2008,3234382,3210271,6444653,0.99
11/14/2008,2164859,2198746,4363605,1.02
11/17/2008,2048143,1921448,3969591,0.94
11/18/2008,2435487,2638209,5073696,1.08
11/19/2008,2622615,3643142,6265757,1.39
11/20/2008,3128190,4141438,7269628,1.32
11/21/2008,3401716,3829507,7231223,1.13
11/24/2008,2796665,2061654,4858319,0.74
11/25/2008,1965543,1542855,3508398,0.78
11/26/2008,2088822,1560361,3649183,0.75
11/28/2008,821156,722114,1543270,0.88
12/1/2008,1744149,1741802,3485951,1
12/2/2008,1737031,1627537,3364568,0.94
12/3/2008,1750628,1813424,3564052,1.04
12/4/2008,1806699,1696860,3503559,0.94
12/5/2008,2090858,1921369,4012227,0.92
12/8/2008,2542305,2186071,4728376,0.86
12/9/2008,2152184,1812736,3964920,0.84
12/10/2008,1917544,1808582,3726126,0.94
12/11/2008,2154813,2104443,4259256,0.98
12/12/2008,1796308,1867422,3663730,1.04
12/15/2008,1531844,1615439,3147283,1.05
12/16/2008,2553427,2304907,4858334,0.9
12/17/2008,2504374,2099560,4603934,0.84
12/18/2008,2343023,2098233,4441256,0.9
12/19/2008,2136833,1747635,3884468,0.82
12/22/2008,1400304,1142571,2542875,0.82
12/23/2008,1286756,910499,2197255,0.71
12/24/2008,443244,358654,801898,0.81
12/26/2008,616089,487505,1103594,0.79
12/29/2008,1141997,1070815,2212812,0.94
12/30/2008,1228168,1011724,2239892,0.82
12/31/2008,1390116,1117527,2507643,0.8
1/2/2009,1668784,1576585,3245369,0.94
1/5/2009,2003815,1666002,3669817,0.83
1/6/2009,2399854,1930082,4329936,0.8
1/7/2009,1826112,2067317,3893429,1.13
1/8/2009,1683364,1806532,3489896,1.07
1/9/2009,1824514,1882082,3706596,1.03
1/12/2009,1944020,2262880,4206900,1.16
1/13/2009,2279475,2052421,4331896,0.9
1/14/2009,2468599,2780230,5248829,1.13
1/15/2009,3068625,3610729,6679354,1.18
1/16/2009,2720650,2609065,5329715,0.96
1/20/2009,2435819,2348029,4783848,0.96
1/21/2009,2266169,2110196,4376365,0.93
1/22/2009,2201974,1914993,4116967,0.87
1/23/2009,2331321,1797098,4128419,0.77
1/26/2009,1944354,1513514,3457868,0.78
1/27/2009,1710354,1333508,3043862,0.78
1/28/2009,2560899,1925713,4486612,0.75
1/29/2009,1757671,1684606,3442277,0.96
1/30/2009,1772301,1804114,3576415,1.02
2/2/2009,1817648,1481186,3298834,0.81
2/3/2009,2018047,1635742,3653789,0.81
2/4/2009,1994103,1783014,3777117,0.89
2/5/2009,2454024,1831686,4285710,0.75
2/6/2009,2852962,2030351,4883313,0.71
2/9/2009,2125455,1405640,3531095,0.66
2/10/2009,2533351,2233808,4767159,0.88
2/11/2009,1789945,1650629,3440574,0.92
2/12/2009,2160130,1949976,4110106,0.9
2/13/2009,1685252,1497172,3182424,0.89
2/17/2009,2301541,2381292,4682833,1.03
2/18/2009,2241154,2647688,4888842,1.18
2/19/2009,2357336,2694873,5052209,1.14
2/20/2009,3266028,3479655,6745683,1.07
2/23/2009,2272600,2158643,4431243,0.95
2/24/2009,2391588,1877153,4268741,0.78
2/25/2009,2161738,1830474,3992212,0.85
2/26/2009,2068113,1428350,3496463,0.69
2/27/2009,2118425,2063477,4181902,0.97
3/2/2009,2509720,2682963,5192683,1.07
3/3/2009,2248283,2143416,4391699,0.95
3/4/2009,2497924,2394782,4892706,0.96
3/5/2009,2599736,2642986,5242722,1.02
3/6/2009,2728019,2391141,5119160,0.88
3/9/2009,2450255,1799334,4249589,0.73
3/10/2009,3067719,2214995,5282714,0.72
3/11/2009,2543301,1913988,4457289,0.75
3/12/2009,3150472,2219142,5369614,0.7
3/13/2009,2526750,1802179,4328929,0.71
3/16/2009,3162756,2502114,5664870,0.79
3/17/2009,3077187,2414592,5491779,0.78
3/18/2009,4501059,2899316,7400375,0.64
3/19/2009,3718130,2861375,6579505,0.77
3/20/2009,3062168,2763966,5826134,0.9
3/23/2009,3384769,2380030,5764799,0.7
3/24/2009,2487713,1886945,4374658,0.76
3/25/2009,2319595,1982077,4301672,0.85
3/26/2009,2229918,2039579,4269497,0.91
3/27/2009,1698678,1552179,3250857,0.91
3/30/2009,1878329,2101833,3980162,1.12
3/31/2009,1902548,1554798,3457346,0.82
4/1/2009,2056988,1860170,3917158,0.9
4/2/2009,3536205,2445102,5981307,0.69
4/3/2009,2333927,1925279,4259206,0.82
4/6/2009,1907727,1809174,3716901,0.95
4/7/2009,2067302,1978996,4046298,0.96
4/8/2009,1978165,1682554,3660719,0.85
4/9/2009,3387640,2699577,6087217,0.8
4/13/2009,3338169,2251176,5589345,0.67
4/14/2009,3525906,2699257,6225163,0.77
4/15/2009,2888461,2668629,5557090,0.92
4/16/2009,3806716,2860448,6667164,0.75
4/17/2009,4077768,2926524,7004292,0.72
4/20/2009,3045306,2800273,5845579,0.92
4/21/2009,2673809,2239573,4913382,0.84
4/22/2009,2852179,2218121,5070300,0.78
4/23/2009,2198216,1985409,4183625,0.9
4/24/2009,2598304,2189680,4787984,0.84
4/27/2009,2454165,1991372,4445537,0.81
4/28/2009,2050615,1830452,3881067,0.89
4/29/2009,2466675,1922184,4388859,0.78
4/30/2009,2541955,2400541,4942496,0.94
5/1/2009,1991394,1684121,3675515,0.85
5/4/2009,2886015,2159551,5045566,0.75
5/5/2009,2781652,1961162,4742814,0.71
5/6/2009,3808852,2948244,6757096,0.77
5/7/2009,3896629,3179303,7075932,0.82
5/8/2009,3394087,2962981,6357068,0.87
5/11/2009,2684679,2296183,4980862,0.86
5/12/2009,3037904,2607590,5645494,0.86
5/13/2009,3244626,2818431,6063057,0.87
5/14/2009,3178070,2758207,5936277,0.87
5/15/2009,2933034,2358335,5291369,0.8
5/18/2009,2418082,1873488,4291570,0.77
5/19/2009,2424990,1976198,4401188,0.81
5/20/2009,2897598,2473777,5371375,0.85
5/21/2009,2378198,2314980,4693178,0.97
5/22/2009,1756642,1411852,3168494,0.8
5/26/2009,2156359,1555614,3711973,0.72
5/27/2009,2210531,1893056,4103587,0.86
5/28/2009,2349561,1777183,4126744,0.76
5/29/2009,2105719,1625749,3731468,0.77
6/1/2009,3196528,2471870,5668398,0.77
6/2/2009,2296574,1934529,4231103,0.84
6/3/2009,2073014,1989986,4063000,0.96
6/4/2009,2055121,1809300,3864421,0.88
6/5/2009,2199198,1780618,3979816,0.81
6/8/2009,1781880,1660838,3442718,0.93
6/9/2009,2002996,1735983,3738979,0.87
6/10/2009,2294098,2002429,4296527,0.87
6/11/2009,2666316,2045102,4711418,0.77
6/12/2009,2162490,1880011,4042501,0.87
6/15/2009,2622871,2124700,4747571,0.81
6/16/2009,2495648,2521118,5016766,1.01
6/17/2009,2701902,3083463,5785365,1.14
6/18/2009,2553488,2375896,4929384,0.93
6/19/2009,3039973,2611502,5651475,0.86
6/22/2009,2198069,2065150,4263219,0.94
6/23/2009,1895438,1891697,3787135,1
6/24/2009,1859704,1591977,3451681,0.86
6/25/2009,1911669,1727314,3638983,0.9
6/26/2009,1587649,1308645,2896294,0.82
6/29/2009,1593878,1246053,2839931,0.78
6/30/2009,1686366,1803072,3489438,1.07
7/1/2009,1707915,1362835,3070750,0.8
7/2/2009,1688622,1786968,3475590,1.06
7/6/2009,1834610,1596389,3430999,0.87
7/7/2009,1946056,1973589,3919645,1.01
7/8/2009,2477391,2565264,5042655,1.04
7/9/2009,1678061,1787922,3465983,1.07
7/10/2009,1716943,1829114,3546057,1.07
7/13/2009,2436796,2021000,4457796,0.83
7/14/2009,2181314,1822082,4003396,0.84
7/15/2009,3777205,2897334,6674539,0.77
7/16/2009,3327790,2486844,5814634,0.75
7/17/2009,3397086,2493914,5891000,0.73
7/20/2009,2859268,1999988,4859256,0.7
7/21/2009,2094762,1671262,3766024,0.8
7/22/2009,2070802,2039485,4110287,0.98
7/23/2009,3002372,2645441,5647813,0.88
7/24/2009,1905395,1774286,3679681,0.93
7/27/2009,1857015,1466418,3323433,0.79
7/28/2009,2193751,1785367,3979118,0.81
7/29/2009,2129121,1966380,4095501,0.92
7/30/2009,3236282,2164078,5400360,0.67
7/31/2009,1873353,1578645,3451998,0.84
8/3/2009,2383429,1818409,4201838,0.76
8/4/2009,2304069,1860492,4164561,0.81
8/5/2009,2754254,2026114,4780368,0.74
8/6/2009,2341724,2126333,4468057,0.91
8/7/2009,3065672,2223701,5289373,0.73
8/10/2009,1968109,1487374,3455483,0.76
8/11/2009,2407053,1857952,4265005,0.77
8/12/2009,2248344,2079587,4327931,0.92
8/13/2009,2385440,1852313,4237753,0.78
8/14/2009,2110010,2006039,4116049,0.95
8/17/2009,2376347,2354694,4731041,0.99
8/18/2009,2200262,2042061,4242323,0.93
8/19/2009,2521133,2436330,4957463,0.97
8/20/2009,3016989,2153151,5170140,0.71
8/21/2009,3752903,2228502,5981405,0.59
8/24/2009,2685593,1954811,4640404,0.73
8/25/2009,2255185,1821032,4076217,0.81
8/26/2009,1742900,1819022,3561922,1.04
8/27/2009,2417333,1960185,4377518,0.81
8/28/2009,2476607,1886719,4363326,0.76
8/31/2009,1843940,1639192,3483132,0.89
9/1/2009,3024768,2813951,5838719,0.93
9/2/2009,2409683,2209621,4619304,0.92
9/3/2009,2148948,1996019,4144967,0.93
9/4/2009,1947920,1729961,3677881,0.89
9/8/2009,2301611,1825341,4126952,0.79
9/9/2009,2688480,2301684,4990164,0.86
9/10/2009,2472863,2235336,4708199,0.9
9/11/2009,2695840,2360414,5056254,0.88
9/14/2009,2456070,1968754,4424824,0.8
9/15/2009,3188689,2422023,5610712,0.76
9/16/2009,4365406,2898572,7263978,0.66
9/17/2009,4037949,3154884,7192833,0.78
9/18/2009,2908019,2497405,5405424,0.86
9/21/2009,2295871,1707767,4003638,0.74
9/22/2009,2244886,1705358,3950244,0.76
9/23/2009,2766176,2455522,5221698,0.89
9/24/2009,2309602,2287677,4597279,0.99
9/25/2009,1987671,1915464,3903135,0.96
9/28/2009,1302490,1301181,2603671,1
9/29/2009,1734383,1489925,3224308,0.86
9/30/2009,2049441,2284058,4333499,1.11
10/1/2009,2608190,2517287,5125477,0.97
10/2/2009,2371502,2631265,5002767,1.11
10/5/2009,1919900,1537042,3456942,0.8
10/6/2009,2558737,1980967,4539704,0.77
10/7/2009,1985991,1549024,3535015,0.78
10/8/2009,2779091,2001204,4780295,0.72
10/9/2009,2010051,1582962,3593013,0.79
10/12/2009,2113122,1738701,3851823,0.82
10/13/2009,2357442,1902799,4260241,0.81
10/14/2009,3600385,2487870,6088255,0.69
10/15/2009,3394993,2341914,5736907,0.69
10/16/2009,3458363,2632179,6090542,0.76
10/19/2009,2365893,2130163,4496056,0.9
10/20/2009,2128313,1936296,4064609,0.91
10/21/2009,2579236,2426117,5005353,0.94
10/22/2009,2379868,1932617,4312485,0.81
10/23/2009,2107199,1798548,3905747,0.85
10/26/2009,2309854,2029914,4339768,0.88
10/27/2009,2065053,2087601,4152654,1.01
10/28/2009,2662612,2933293,5595905,1.1
10/29/2009,2272050,1915997,4188047,0.84
10/30/2009,2568775,3119754,5688529,1.21
11/2/2009,2788782,2882449,5671231,1.03
11/3/2009,2125748,1975134,4100882,0.93
11/4/2009,2480290,2027552,4507842,0.82
11/5/2009,2086189,1826148,3912337,0.88
11/6/2009,2069192,2141611,4210803,1.03
11/9/2009,2509872,2193970,4703842,0.87
11/10/2009,1977101,1648400,3625501,0.83
11/11/2009,2334972,2086971,4421943,0.89
11/12/2009,2183563,1853741,4037304,0.85
11/13/2009,1776304,1793243,3569547,1.01
11/16/2009,2686118,2255596,4941714,0.84
11/17/2009,2190125,1930327,4120452,0.88
11/18/2009,2582110,2152169,4734279,0.83
11/19/2009,2609387,2594892,5204279,0.99
11/20/2009,2652695,2412609,5065304,0.91
11/23/2009,2656325,1780593,4436918,0.67
11/24/2009,1797843,1579029,3376872,0.88
11/25/2009,1689253,1426588,3115841,0.84
11/27/2009,1367987,1430200,2798187,1.05
11/30/2009,1779386,1846419,3625805,1.04
12/1/2009,2263061,1915669,4178730,0.85
12/2/2009,2071552,1795845,3867397,0.87
12/3/2009,2909220,1962587,4871807,0.67
12/4/2009,3028946,2558243,5587189,0.84
12/7/2009,1804264,1603441,3407705,0.89
12/8/2009,2476992,2216115,4693107,0.89
12/9/2009,2153989,2051674,4205663,0.95
12/10/2009,2216459,1959312,4175771,0.88
12/11/2009,2071292,1852518,3923810,0.89
12/14/2009,2321533,2025978,4347511,0.87
12/15/2009,2942427,2209707,5152134,0.75
12/16/2009,3128684,2714379,5843063,0.87
12/17/2009,3609654,3215384,6825038,0.89
12/18/2009,3005850,2864332,5870182,0.95
12/21/2009,2733202,1689014,4422216,0.62
12/22/2009,2782560,1673606,4456166,0.6
12/23/2009,1861104,1515242,3376346,0.81
12/24/2009,967455,672713,1640168,0.7
12/28/2009,1574745,1217494,2792239,0.77
12/29/2009,1518152,1359310,2877462,0.9
12/30/2009,1573941,1216013,2789954,0.77
12/31/2009,1365260,1227940,2593200,0.9
1/4/2010,2398697,1640657,4039354,0.68
1/5/2010,2684471,1910399,4594870,0.71
1/6/2010,2529387,1751705,4281092,0.69
1/7/2010,2814573,1975682,4790255,0.7
1/8/2010,2750361,1766507,4516868,0.64
1/11/2010,2863977,1923508,4787485,0.67
1/12/2010,2945058,2344426,5289484,0.8
1/13/2010,2949526,2382663,5332189,0.81
1/14/2010,2831438,2122924,4954362,0.75
1/15/2010,3356352,2764283,6120635,0.82
1/19/2010,2779050,2020359,4799409,0.73
1/20/2010,2414531,2267676,4682207,0.94
1/21/2010,2941799,2743988,5685787,0.93
1/22/2010,3146103,3362639,6508742,1.07
1/25/2010,2092331,2044384,4136715,0.98
1/26/2010,2376034,2004091,4380125,0.84
1/27/2010,2385465,2264450,4649915,0.95
1/28/2010,2369524,1894715,4264239,0.8
1/29/2010,2180954,2165823,4346777,0.99
2/1/2010,2269431,1689723,3959154,0.74
2/2/2010,2230842,1914961,4145803,0.86
2/3/2010,1976341,1666540,3642881,0.84
2/4/2010,2608319,2774822,5383141,1.06
2/5/2010,2765247,3360548,6125795,1.22
2/8/2010,1625804,1617632,3243436,0.99
2/9/2010,2142663,2089595,4232258,0.98
2/10/2010,1744568,1641069,3385637,0.94
2/11/2010,2221553,1960424,4181977,0.88
2/12/2010,1859150,1664684,3523834,0.9
2/16/2010,2419336,2121501,4540837,0.88
2/17/2010,2736540,2506257,5242797,0.92
2/18/2010,3018027,2362852,5380879,0.78
2/19/2010,2768529,2356602,5125131,0.85
2/22/2010,2207663,1816630,4024293,0.82
2/23/2010,2054603,2130473,4185076,1.04
2/24/2010,1894739,1582369,3477108,0.84
2/25/2010,1855178,1911419,3766597,1.03
2/26/2010,1665617,1438566,3104183,0.86
3/1/2010,2096413,1988635,4085048,0.95
3/2/2010,2482887,1948070,4430957,0.78
3/3/2010,2071723,1799545,3871268,0.87
3/4/2010,2011359,2006624,4017983,1
3/5/2010,2747412,2256740,5004152,0.82
3/8/2010,2087883,1904587,3992470,0.91
3/9/2010,3157911,2161369,5319280,0.68
3/10/2010,3181968,2594423,5776391,0.82
3/11/2010,2437995,2216256,4654251,0.91
3/12/2010,2460335,2088043,4548378,0.85
3/15/2010,2153391,1696748,3850139,0.79
3/16/2010,2856368,2175656,5032024,0.76
3/17/2010,3650245,3104786,6755031,0.85
3/18/2010,2874782,2218661,5093443,0.77
3/19/2010,2786377,2699631,5486008,0.97
3/22/2010,2217751,1990551,4208302,0.9
3/23/2010,2842682,1852352,4695034,0.65
3/24/2010,2124432,1947181,4071613,0.92
3/25/2010,2707152,2274366,4981518,0.84
3/26/2010,2084169,1916103,4000272,0.92
3/29/2010,1989635,1704685,3694320,0.86
3/30/2010,1743904,1486926,3230830,0.85
3/31/2010,1973539,1659493,3633032,0.84
4/1/2010,2000331,1753342,3753673,0.88
4/5/2010,1997187,1561903,3559090,0.78
4/6/2010,2633879,1927880,4561759,0.73
4/7/2010,2750713,2466701,5217414,0.9
4/8/2010,2327802,1820512,4148314,0.78
4/9/2010,2806214,1996063,4802277,0.71
4/12/2010,2839664,1905373,4745037,0.67
4/13/2010,3063537,2191257,5254794,0.72
4/14/2010,4489357,2479754,6969111,0.55
4/15/2010,4596086,3178724,7774810,0.69
4/16/2010,4809127,4091252,8900379,0.85
4/19/2010,3372612,2991782,6364394,0.89
4/20/2010,2572241,2291980,4864221,0.89
4/21/2010,2760530,2455962,5216492,0.89
4/22/2010,2963922,2206390,5170312,0.74
4/23/2010,2615745,1855543,4471288,0.71
4/26/2010,2741992,1826382,4568374,0.67
4/27/2010,3232511,2850182,6082693,0.88
4/28/2010,2675794,2198724,4874518,0.82
4/29/2010,2787131,2007057,4794188,0.72
4/30/2010,2595867,2695849,5291716,1.04
5/3/2010,2461341,1940577,4401918,0.79
5/4/2010,3505892,3457206,6963098,0.99
5/5/2010,3324904,3764876,7089780,1.13
5/6/2010,5236692,5334876,10571568,1.02
5/7/2010,4444988,5338538,9783526,1.2
5/10/2010,3287054,3255915,6542969,0.99
5/11/2010,2661256,2846182,5507438,1.07
5/12/2010,2836435,2419641,5256076,0.85
5/13/2010,2632824,2250743,4883567,0.85
5/14/2010,3372997,3767713,7140710,1.12
5/17/2010,2854257,2872301,5726558,1.01
5/18/2010,3059185,3067336,6126521,1
5/19/2010,3279732,4492914,7772646,1.37
5/20/2010,4077179,6114714,10191893,1.5
5/21/2010,4009216,5131599,9140815,1.28
5/24/2010,2341059,2163323,4504382,0.92
5/25/2010,2814533,3120420,5934953,1.11
5/26/2010,2639580,2711962,5351542,1.03
5/27/2010,2297270,2313730,4611000,1.01
